Id,plot,subplot,flag,pid,area_ac,bnd_km
0,422,,,0,24.642,0.000
0,418,,,1,2.014,0.320
0,418,,,2,2.254,0.397
0,418,,,3,3.417,0.259
0,418,,,4,4.108,0.225
0,418,,,5,4.811,0.184
0,418,,,6,5.643,0.134
0,418,,,7,6.229,0.000
0,418,,,8,6.320,0.070
0,418,,,9,4.057,0.288
0,417,,,10,3.919,0.000
0,417,,,11,6.037,0.000
0,417,,,12,4.972,0.000
0,417,,,13,3.950,0.000
0,417,,,14,4.213,0.000
0,417,,,15,5.862,0.000
0,415,,,16,10.930,0.165
0,417,,,17,3.991,0.000
0,416,,,18,7.805,0.000
0,414,,,19,34.732,0.172
0,419,,,20,21.184,0.313
0,420,,,21,23.214,0.103
0,421,,,22,9.056,0.000
0,421,,,23,16.547,0.000
0,405,,,24,40.474,0.000
0,408,,,25,31.532,0.170
0,407,,,26,29.953,0.397
0,409,,,27,15.621,0.695
0,409,,,28,2.381,0.675
0,409,,,29,2.443,0.656
0,409,,,30,2.314,0.647
0,409,,,31,2.461,0.635
0,409,,,32,2.471,0.619
0,409,,,33,3.059,0.586
0,409,,,34,3.088,0.605
0,410,,,35,3.993,0.634
0,410,,,36,3.114,0.596
0,410,,,37,3.693,0.566
0,404,,,38,11.216,0.000
0,403,,,39,31.861,0.000
0,402,,,40,18.490,0.000
0,412,,,41,5.653,0.510
0,411,,,42,3.390,0.913
0,411,,,43,2.810,0.875
0,411,,,44,5.313,0.757
0,412,,,45,15.024,0.645
0,406,,,46,73.416,0.239
0,401,,,47,20.351,0.000
0,384,,,48,5.561,0.105
0,384,,,49,2.478,0.300
0,384,,,50,3.768,0.290
0,384,,,51,5.402,0.278
0,384,,,52,5.614,0.268
0,384,,,53,5.540,0.200
0,384,,,54,5.596,0.258
0,401,,,55,10.900,0.000
0,383,,,56,20.284,0.294
0,382,,,57,2.443,0.549
0,382,,,58,5.333,0.314
0,382,,,59,5.595,0.417
0,381,,,60,11.707,0.524
0,380,,,61,9.765,0.843
0,380,,,62,14.788,0.746
0,418,,,63,89.871,0.000
0,,,unclear number,64,35.811,0.000
0,373,,,65,22.015,0.576
0,375,,,66,0.542,1.084
0,374,,,67,1.915,1.107
0,372,,,68,14.715,0.598
0,376,,,69,13.015,0.945
0,370,,,70,23.284,0.414
0,370,,,71,2.806,0.988
0,370,,,72,0.923,0.992
0,370,,,73,0.829,0.993
0,370,,,74,1.218,0.995
0,371,,,75,8.221,0.818
0,363,,,76,30.444,0.000
0,367,,,77,30.440,0.000
0,378,,,78,12.291,1.141
0,377,,,79,4.327,1.293
0,377,,,80,7.519,1.234
0,379,,,81,10.817,1.004
0,387,,,82,13.613,0.611
0,388,,,83,11.607,0.817
0,386,,,84,9.418,0.564
0,385,,,85,12.520,0.511
0,399,,,86,8.760,0.278
0,400,,,87,12.830,0.000
0,400,,,88,2.580,0.081
0,400,,,89,5.440,0.010
0,398,,,90,4.034,0.000
0,398,,,91,46.559,0.000
0,395,,,92,5.076,0.000
0,396,,,93,10.326,0.000
0,397,,,94,12.017,0.188
0,393,,,95,0.790,0.621
0,393,,,96,1.090,0.583
0,393,,,97,1.261,0.570
0,393,,,98,0.450,0.563
0,393,,,99,0.424,0.556
0,393,,,100,0.168,0.550
0,393,,,101,0.288,0.537
0,393,,,102,0.386,0.542
0,393,,,103,42.911,0.535
0,393,,,104,2.223,0.638
0,393,,,105,1.483,0.561
0,393,,,106,0.559,0.453
0,393,,,107,0.543,0.543
0,393,,,108,0.879,0.519
0,393,,,109,3.353,0.544
0,393,,,110,0.971,0.466
0,393,,,111,0.745,0.484
0,393,,,112,1.497,0.511
0,392,,,113,13.725,0.646
0,391,,,114,14.611,0.745
0,390,,,115,19.844,0.680
0,389,,,116,22.121,0.953
0,366,,,117,42.189,0.371
0,362,,,118,3.135,1.144
0,362,,,119,6.988,1.043
0,361,,,120,11.197,1.256
0,360,,,121,24.308,1.336
0,350,,,122,5.412,1.300
0,351,,,123,6.261,1.529
0,351,,,124,6.928,1.416
0,349,,,125,14.981,1.284
0,348,,,126,11.186,0.995
0,348,,,127,21.084,1.037
0,340,,,128,5.938,0.321
0,340,,,129,1.333,0.646
0,340,,,130,8.484,0.438
0,394,,,131,16.334,0.000
0,340,,,132,3.124,0.000
0,340,,,133,3.185,0.090
0,340,,,134,4.255,0.194
0,339,,,135,5.963,0.000
0,339,,,136,3.021,0.483
0,339,,,137,7.370,0.593
0,341,,,138,4.534,0.798
0,341,,,139,7.318,0.803
0,341,,,140,5.830,0.798
0,341,,,141,4.515,0.848
0,341,,,142,3.772,0.829
0,342,,,143,3.893,0.704
0,343,,,144,4.753,1.116
0,343,,,145,4.577,1.054
0,343,,,146,4.270,0.994
0,343,,,147,6.129,0.910
0,343,,,148,1.572,0.704
0,343,,,149,6.702,0.775
0,341,,,150,0.720,1.100
0,341,,,151,2.905,0.813
0,345,,,152,9.985,1.325
0,344,,,153,9.049,1.166
0,344,,,154,11.256,1.203
0,345,,,155,7.911,1.438
0,347,,,156,5.464,1.489
0,347,,,157,13.849,1.510
0,352,,,158,21.674,1.608
0,359,,,159,21.458,1.556
0,358,,not field,160,26.051,1.174
