plot,subplot,flag,pid,area_ac,bnd_km
443,,,995,0.908,1.041
443,,,996,1.568,0.892
443,,,997,0.342,1.024
443,,,998,0.470,1.073
443,,,999,1.116,0.917
443,,,1000,1.451,0.924
438,,,1001,1.038,1.240
438,,,1002,1.017,1.358
438,,,1003,1.315,1.226
438,,,1004,1.177,1.331
442,,,1005,1.032,1.258
442,,,1006,0.655,1.257
442,,,1007,0.308,1.209
442,,,1008,0.782,1.116
442,,,1009,0.666,1.115
442,,,1010,1.834,1.127
446,,,1011,0.497,0.843
446,,,1012,0.291,0.889
449,,,1013,0.447,0.905
449,,,1014,0.184,0.806
449,,,1015,0.403,0.809
449,,,1016,0.270,0.812
449,,,1017,0.201,0.811
449,,,1018,0.442,0.863
449,,,1019,0.382,0.867
446,,,1020,0.540,0.851
445,,,1021,0.358,0.872
449,,,1022,0.364,0.899
449,,,1023,0.499,0.834
449,,,1024,0.355,0.846
445,,,1025,0.001,0.703
445,,,1026,0.388,0.806
445,,,1027,1.506,0.703
445,,,1028,1.948,0.791
438,,,1029,0.484,1.216
447,,,1030,0.889,0.935
447,,,1031,0.939,0.940
447,,,1032,1.815,0.939
447,,,1033,1.025,1.053
447,,,1034,0.206,1.193
447,,,1035,0.547,1.182
453,,,1036,0.966,1.119
453,,,1037,0.441,1.119
453,,,1038,0.524,1.118
453,,,1039,0.272,1.224
453,,,1040,0.166,1.266
453,,,1041,0.105,1.247
447,,,1042,0.427,1.147
148,,,1043,2.002,0.335
149,,,1044,0.000,0.338
149,,,1045,1.405,0.411
149,,,1046,3.966,0.319
148,,,1047,5.683,0.431
159,,,1048,5.656,0.640
159,,,1049,7.071,0.634
160,,,1050,4.413,0.590
160,,,1051,4.025,0.602
161,,,1052,1.539,0.988
161,,,1053,2.024,0.866
161,,,1054,2.078,0.792
161,,,1055,2.193,0.740
161,,,1056,2.197,0.666
161,,,1057,2.025,0.921
163,,,1058,2.613,0.944
165,,,1059,0.316,0.759
165,,,1060,0.788,0.682
165,,,1061,0.430,0.714
165,,,1062,0.945,0.679
165,,,1063,3.391,0.734
168,,,1064,1.542,0.936
168,,,1065,0.421,0.899
168,,,1066,0.228,1.044
168,,,1067,0.244,1.032
168,,,1068,0.358,1.002
168,,,1069,0.140,0.963
168,,,1070,1.027,0.893
163,,,1071,6.276,0.943
165,,,1072,0.413,0.782
162,,,1073,2.192,0.753
162,,,1074,1.287,0.874
162,,,1075,0.710,0.909
162,,,1076,1.777,0.795
162,,,1077,3.180,0.679
162,,,1078,1.330,0.870
162,,,1079,0.428,0.853
162,,,1080,1.437,0.845
164,,,1081,0.490,0.842
164,,,1082,0.453,0.941
164,,,1083,0.302,1.097
164,,,1084,0.667,1.002
164,,,1085,0.194,1.075
164,,,1086,0.158,1.099
164,,,1087,0.308,1.036
164,,,1088,0.204,0.972
164,,,1089,0.731,0.967
162,,,1090,1.279,0.826
162,,,1091,0.874,0.871
162,,,1092,0.218,1.038
162,,,1093,0.867,0.987
162,,,1094,0.518,1.060
162,,,1095,0.155,1.072
162,,,1096,0.284,1.027
169,,,1097,1.183,1.075
169,,,1098,0.521,1.155
169,,,1099,0.552,1.117
169,,,1100,1.054,1.173
169,,,1101,1.158,1.083
162,,,1102,0.561,0.975
162,,,1103,0.409,1.056
170,,,1104,1.226,1.092
170,,,1105,1.473,1.113
171,,,1106,2.992,1.186
170,,,1107,3.787,1.091
175,,,1108,1.733,1.409
175,,,1109,2.027,1.212
430,,,1110,4.651,1.186
430,,,1111,1.564,1.313
430,,,1112,1.438,1.406
430,,,1113,2.378,1.320
431,,,1114,1.799,1.311
431,,,1115,3.126,1.364
437,,,1116,3.775,1.376
437,,,1117,0.685,1.291
437,,,1118,0.957,1.296
437,,,1119,1.628,1.357
437,,,1120,1.823,1.300
427,,,1121,5.390,1.006
427,,,1122,6.188,1.000
427,,,1123,1.187,1.033
427,,,1124,0.986,1.025
364,,,1125,4.401,1.408
364,,,1126,4.112,1.445
363,,,1127,7.470,1.521
363,,,1128,1.577,1.688
434,,,1129,2.158,1.744
363,,,1130,3.459,1.603
434,,,1131,0.499,1.755
434,,,1132,2.064,1.727
434,,,1133,2.245,1.778
229,,,1134,0.962,1.759
229,,,1135,0.917,1.771
229,,,1136,2.025,1.754
229,,,1137,1.291,1.825
227,,,1138,4.196,1.829
432,,,1139,1.602,1.375
433,,,1140,7.217,1.482
432,,,1141,0.000,1.403
432,,,1142,0.963,1.510
455,,,1143,1.298,1.546
455,,,1144,5.556,1.545
455,,,1145,0.367,1.769
455,,,1146,0.773,1.808
432,,,1147,0.569,1.550
432,,,1148,1.566,1.448
432,,,1149,4.007,1.364
438,,,1150,0.762,1.537
438,,,1151,1.110,1.525
438,,,1152,1.745,1.474
438,,,1153,0.617,1.644
438,,,1154,1.922,1.489
438,,,1155,0.571,1.643
438,,,1156,1.379,1.669
223,,,1157,1.398,1.654
223,,,1158,0.563,1.735
223,,,1159,0.257,1.795
223,,,1160,0.424,1.759
177,,,1161,5.705,1.615
455,,,1162,5.892,1.636
223,,,1163,0.786,1.724
223,,,1164,0.825,1.749
223,,,1165,1.072,1.651
439,,,1166,0.803,1.632
439,,,1167,0.504,1.608
439,,,1168,0.277,1.587
439,,,1169,0.723,1.567
439,,,1170,0.661,1.551
439,,,1171,0.185,1.425
439,,,1172,0.425,1.490
439,,,1173,0.914,1.434
439,,,1174,0.654,1.492
439,,,1175,1.052,1.422
351,,,1176,0.320,1.187
351,,,1177,1.853,1.243
351,,,1178,0.434,1.203
351,,,1179,1.067,1.218
351,,,1180,1.253,1.187
351,,,1181,2.147,1.223
351,,,1182,2.963,1.187
189,,,1183,8.649,1.141
157,,,1184,16.777,0.868
158,,,1185,4.422,1.091
158,,,1186,2.340,1.005
189,,,1187,14.158,1.155
187,,,1188,1.047,1.021
187,,,1189,1.209,1.170
187,,,1190,1.775,1.146
187,,,1191,0.840,1.073
187,,,1192,2.579,1.029
186,,,1193,0.858,1.238
186,,,1194,1.864,1.225
186,,,1195,2.604,1.126
181,,,1196,0.787,1.273
181,,,1197,3.763,1.070
181,,,1198,0.840,1.114
181,,,1199,0.919,1.152
181,,,1200,0.968,1.159
181,,,1201,0.985,1.198
180,,,1202,0.546,1.263
181,,,1203,0.538,1.240
180,,,1204,6.474,1.293
180,,,1205,0.604,1.266
180,,,1206,0.704,1.265
178,,,1207,0.957,1.675
178,,,1208,1.066,1.494
178,,,1209,2.339,1.523
177,,,1210,1.066,1.703
177,,,1211,1.363,1.727
158,,,1212,7.564,1.001
187,,,1213,2.378,1.119
188,,,1214,2.493,1.489
188,,,1215,4.148,1.284
186,,,1216,2.754,1.123
188,,,1217,3.246,1.426
185,,,1218,4.614,1.287
185,,,1219,0.925,1.388
185,,,1220,1.203,1.305
185,,,1221,0.901,1.387
185,,,1222,1.324,1.431
185,,,1223,2.594,1.429
182,,,1224,3.590,1.332
182,,,1225,4.617,1.302
182,,,1226,2.773,1.318
182,,,1227,3.489,1.310
224,,,1228,0.141,1.783
224,,,1229,0.270,1.850
224,,,1230,0.101,1.766
224,,,1231,0.228,1.786
224,,,1232,0.270,1.753
179,,,1233,3.328,1.387
178,,,1234,1.147,1.605
224,,,1235,0.595,1.717
224,,,1236,0.240,1.751
224,,,1237,1.011,1.789
224,,,1238,0.263,1.769
225,,,1239,0.287,1.831
225,,,1240,1.106,1.767
224,,,1241,0.354,1.818
225,,,1242,0.401,1.823
225,,,1243,0.430,1.871
225,,,1244,0.307,1.848
226,,,1245,0.710,2.017
226,,,1246,2.127,1.923
226,,,1247,0.683,1.883
226,,,1248,0.725,1.852
226,,,1249,0.625,1.949
226,,,1250,1.035,1.911
228,,,1251,0.924,1.843
228,,,1252,0.633,1.903
359,,,1253,0.322,1.701
359,,,1254,0.873,1.724
359,,,1255,0.624,1.768
359,,,1256,0.488,1.727
359,,,1257,0.336,1.734
359,,,1258,0.352,1.729
222,,,1259,0.634,1.798
222,,,1260,0.341,1.862
222,,,1261,0.400,1.785
222,,,1262,0.827,1.774
222,,,1263,0.475,1.824
222,,,1264,0.654,1.799
228,,,1265,1.303,1.941
228,,,1266,1.548,1.879
222,,,1267,1.071,1.755
222,,,1268,0.415,1.835
222,,,1269,0.544,1.802
212,,,1270,4.534,1.624
220,,,1271,0.497,1.956
220,,,1272,0.590,1.931
220,,,1273,0.371,1.862
220,,,1274,0.593,1.880
220,,,1275,0.794,1.908
220,,,1276,0.868,1.968
220,,,1277,0.882,1.906
230,,,1278,1.017,1.856
359,,,1279,1.514,1.754
359,,,1280,1.061,1.721
230,,,1281,0.502,1.876
221,,,1282,0.787,1.872
221,,,1283,0.742,1.825
221,,,1284,0.809,1.868
230,,,1285,0.631,1.830
221,,,1286,0.578,1.960
221,,,1287,1.013,1.852
221,,,1288,0.696,1.855
221,,,1289,0.422,1.875
221,,,1290,0.675,1.883
214,,,1291,0.713,1.885
214,,,1292,0.258,1.958
214,,,1293,0.298,1.918
214,,,1294,0.475,1.907
214,,,1295,0.467,1.841
214,,,1296,0.228,1.833
214,,,1297,0.705,1.753
214,,,1298,1.010,1.768
230,,,1299,0.521,1.806
230,,,1300,0.710,1.778
230,,,1301,0.412,1.860
230,,,1302,0.513,1.828
221,,,1303,0.346,1.953
219,,,1304,0.866,2.057
219,,,1305,0.447,1.996
219,,,1306,1.048,1.997
215,,,1307,0.426,1.914
215,,,1308,0.486,1.896
215,,,1309,0.268,1.952
215,,,1310,0.193,1.989
215,,,1311,0.506,1.935
215,,,1312,0.705,1.974
184,,,1313,2.942,1.537
184,,,1314,1.499,1.490
184,,,1315,5.579,1.536
183,,,1316,1.637,1.545
183,,,1317,4.827,1.523
183,,,1318,2.272,1.522
183,,,1319,2.536,1.503
213,,,1320,0.592,1.901
213,,,1321,0.626,1.862
213,,,1322,0.597,1.738
213,,,1323,0.264,1.684
213,,,1324,0.412,1.700
213,,,1325,0.485,1.713
213,,,1326,0.503,1.762
213,,,1327,0.658,1.785
213,,,1328,0.343,1.806
213,,,1329,0.505,1.816
211,,,1330,2.658,1.658
215,,,1331,1.685,1.946
215,,,1332,1.027,1.992
215,,,1333,0.839,2.044
215,,,1334,0.666,2.075
215,,,1335,0.343,2.072
215,,,1336,0.948,2.029
216,,,1337,1.697,2.088
216,,,1338,1.041,2.042
216,,,1339,0.741,2.108
216,,,1340,2.333,2.090
217,,,1341,0.469,1.941
217,,,1342,0.704,1.991
217,,,1343,0.564,2.044
216,,,1344,0.591,2.069
217,,,1345,2.279,1.967
217,,,1346,0.814,2.074
358,,,1347,0.491,1.695
210,,,1348,1.904,1.852
213,,,1349,0.866,1.877
358,,,1350,0.710,1.724
358,,,1351,0.874,1.755
358,,,1352,1.768,1.796
209,,,1353,2.667,2.044
233,,,1354,4.837,1.891
357,,,1355,1.306,1.870
357,,,1356,0.441,1.789
357,,,1357,0.481,1.819
357,,,1358,0.658,1.843
232,,,1359,3.089,1.882
357,,,1360,0.595,1.861
358,,,1361,0.908,1.675
356,,,1362,1.626,1.628
356,,,1363,1.527,1.729
356,,,1364,1.621,1.715
378,,,1365,0.546,1.362
378,,,1366,0.838,1.362
378,,,1367,0.561,1.252
378,,,1368,1.075,1.300
378,,,1369,0.623,1.304
378,,,1370,0.891,1.358
378,,,1371,1.368,1.312
280,,,1372,0.423,0.953
280,,,1373,0.513,0.944
280,,,1374,0.378,0.939
280,,,1375,0.957,0.968
280,,,1376,0.313,0.961
280,,,1377,1.196,1.002
280,,,1378,0.934,1.057
280,,,1379,0.324,1.052
280,,,1380,0.368,1.117
280,,,1381,0.490,1.077
280,,,1382,0.698,1.116
280,,,1383,0.346,1.089
280,,,1384,0.195,1.071
280,,,1385,0.253,1.045
283,,,1386,2.983,0.527
284,,,1387,7.446,0.710
283,,,1388,0.680,0.613
283,,,1389,0.914,0.628
283,,,1390,2.916,0.623
285,,,1391,0.464,0.579
321,,,1392,1.966,0.145
321,,,1393,2.373,0.136
321,,,1394,1.419,0.358
205,,,1395,5.243,1.658
207,,,1396,7.264,1.876
204,,,1397,7.796,1.740
205,,,1398,4.813,1.676
204,,,1399,1.426,1.654
204,,,1400,1.967,1.674
208,,,1401,1.644,1.960
208,,,1402,3.394,2.076
321,,,1403,4.532,0.235
206,,,1404,7.649,1.863
208,,,1405,2.250,1.973
208,,,1406,3.147,1.921
234,,,1407,4.739,1.663
235,,,1408,0.321,1.683
235,,,1409,0.401,1.615
235,,,1410,0.252,1.641
235,,,1411,0.480,1.734
235,,,1412,2.458,1.722
235,,,1413,0.943,1.668
236,,,1414,0.429,1.508
236,,,1415,1.498,1.473
236,,,1416,2.535,1.548
237,,,1417,1.016,1.407
237,,,1418,1.128,1.441
237,,,1419,0.400,1.479
237,,,1420,1.237,1.447
237,,,1421,0.694,1.466
237,,,1422,0.882,1.488
202,,,1423,1.671,1.922
202,,,1424,1.945,1.864
202,,,1425,0.142,1.820
202,,,1426,3.394,1.752
203,,,1427,1.504,1.851
203,,,1428,2.029,1.849
203,,,1429,1.021,1.752
203,,,1430,5.101,1.724
203,,,1431,0.767,1.699
201,,,1432,0.568,1.803
201,,,1433,0.909,1.775
201,,,1434,0.770,1.838
201,,,1435,1.564,1.807
201,,,1436,0.500,1.902
201,,,1437,0.900,1.904
201,,,1438,2.611,1.847
240,,,1439,0.978,1.660
240,,,1440,1.119,1.638
240,,,1441,1.071,1.648
240,,,1442,0.688,1.672
240,,,1443,0.397,1.770
240,,,1444,0.755,1.684
239,,,1445,0.734,1.549
239,,,1446,0.842,1.527
239,,,1447,0.976,1.580
239,,,1448,0.289,1.582
239,,,1449,0.050,1.610
239,,,1450,0.339,1.617
239,,,1451,0.538,1.616
238,,,1452,0.322,1.350
238,,,1453,0.284,1.376
238,,,1454,0.336,1.429
238,,,1455,0.647,1.404
238,,,1456,0.179,1.475
238,,,1457,0.234,1.402
238,,,1458,0.304,1.398
238,,,1459,0.240,1.414
238,,,1460,0.529,1.456
277,,,1461,2.713,1.259
277,,,1462,0.479,1.218
238,,,1463,0.608,1.330
277,,,1464,0.870,1.206
272,,,1465,0.681,1.135
272,,,1466,0.673,1.125
272,,,1467,0.870,1.153
277,,,1468,1.194,1.232
271,,,1469,0.139,0.907
271,,,1470,1.535,0.996
271,,,1471,0.964,1.004
271,,,1472,0.859,1.013
271,,,1473,1.894,1.025
272,,,1474,0.972,1.117
272,,,1475,0.592,1.119
198,,,1476,18.570,1.471
200,,,1477,4.563,1.657
199,,,1478,1.040,1.524
199,,,1479,2.107,1.566
271,,,1480,0.466,0.913
271,,,1481,0.611,0.925
271,,,1482,2.324,0.922
200,,,1483,5.191,1.638
199,,,1484,5.828,1.430
244,,,1485,2.326,1.497
244,,,1486,2.333,1.380
199,,,1487,2.699,1.465
241,,,1488,0.182,1.619
241,,,1489,0.336,1.647
241,,,1490,0.392,1.688
241,,,1491,0.250,1.670
241,,,1492,0.167,1.559
241,,,1493,0.249,1.570
241,,,1494,0.236,1.612
241,,,1495,0.163,1.627
244,,,1496,6.778,1.420
241,,,1497,2.362,1.574
242,,,1498,0.870,1.510
242,,,1499,0.997,1.498
242,,,1500,1.110,1.429
242,,,1501,1.296,1.426
242,,,1502,1.342,1.425
241,,,1503,1.025,1.549
242,,,1504,0.671,1.440
278,,,1505,0.944,1.385
278,,,1506,0.341,1.381
278,,,1507,0.479,1.380
278,,,1508,0.149,1.383
278,,,1509,0.085,1.381
278,,,1510,0.249,1.380
278,,,1511,0.144,1.394
278,,,1512,0.174,1.401
276,,,1513,4.076,1.199
274,,,1514,0.750,1.223
274,,,1515,0.467,1.233
274,,,1516,0.502,1.287
274,,,1517,2.556,1.233
273,,,1518,0.259,1.135
273,,,1519,0.590,1.158
273,,,1520,0.444,1.161
273,,,1521,0.550,1.163
273,,,1522,0.276,1.135
273,,,1523,0.564,1.165
273,,,1524,0.196,1.133
273,,,1525,1.506,1.111
270,,,1526,1.050,0.920
270,,,1527,1.275,0.949
270,,,1528,0.894,0.986
270,,,1529,0.589,1.048
270,,,1530,2.008,1.011
270,,,1531,2.253,1.050
273,,,1532,0.105,1.111
287,,,1533,0.854,0.882
287,,,1534,0.578,0.869
287,,,1535,0.629,0.870
287,,,1536,0.358,0.683
287,,,1537,0.179,0.847
287,,,1538,3.916,0.701
243,,,1539,3.848,1.423
266,,,1540,0.810,1.189
265,,,1541,2.599,1.222
266,,,1542,0.796,1.208
266,,,1543,1.821,1.225
266,,,1544,0.957,1.267
266,,,1545,0.596,1.317
266,,,1546,0.980,1.314
269,,,1547,0.372,0.952
269,,,1548,0.523,0.975
269,,,1549,1.050,1.097
269,,,1550,0.431,1.084
269,,,1551,0.506,1.060
269,,,1552,0.481,1.032
269,,,1553,0.115,1.012
269,,,1554,0.366,1.013
267,,,1555,0.074,1.134
267,,,1556,0.278,1.187
267,,,1557,0.299,1.172
267,,,1558,0.217,1.217
267,,,1559,0.325,1.167
267,,,1560,0.908,1.202
267,,,1561,0.161,1.188
267,,,1562,0.255,1.154
267,,,1563,0.284,1.199
268,,,1564,0.568,0.933
268,,,1565,0.942,0.926
268,,,1566,0.875,1.009
268,,,1567,0.257,1.122
268,,,1568,0.278,1.115
268,,,1569,0.291,1.095
268,,,1570,0.277,1.071
268,,,1571,0.186,1.008
286,,,1572,0.910,0.635
286,,,1573,0.870,0.605
286,,,1574,1.057,0.587
267,,,1575,0.626,1.136
268,,,1576,0.296,0.990
268,,,1577,0.545,1.072
319,,,1578,0.452,0.464
319,,,1579,0.715,0.499
319,,,1580,0.349,0.519
318,,,1581,1.557,0.526
319,,,1582,0.183,0.572
319,,,1583,0.344,0.578
319,,,1584,0.687,0.464
319,,,1585,0.519,0.542
320,,,1586,0.600,0.349
320,,,1587,0.389,0.338
320,,,1588,1.255,0.305
320,,,1589,1.972,0.341
320,,,1590,0.931,0.366
314,,,1591,0.919,0.270
314,,,1592,1.022,0.302
320,,,1593,0.390,0.310
313,,,1594,0.452,0.196
314,,,1595,3.181,0.151
313,,,1596,1.977,0.223
313,,,1597,2.921,0.056
310,,,1598,0.252,0.198
310,,,1599,0.319,0.140
310,,,1600,0.511,0.215
310,,,1601,0.385,0.125
310,,,1602,0.364,0.218
310,,,1603,1.255,0.117
310,,,1604,0.096,0.119
310,,,1605,0.349,0.137
310,,,1606,0.098,0.174
310,,,1607,0.211,0.199
310,,,1608,0.243,0.172
288,,,1609,0.240,0.752
288,,,1610,0.385,0.727
288,,,1611,0.531,0.905
288,,,1612,0.326,0.814
288,,,1613,0.232,0.853
288,,,1614,0.445,0.836
288,,,1615,0.723,0.689
288,,,1616,0.703,0.762
288,,,1617,1.405,0.771
317,,,1618,1.586,0.665
317,,,1619,0.461,0.733
317,,,1620,0.697,0.706
317,,,1621,0.620,0.638
317,,,1622,0.220,0.647
316,,,1623,0.444,0.516
316,,,1624,0.621,0.563
316,,,1625,0.731,0.530
316,,,1626,1.453,0.578
317,,,1627,0.480,0.617
316,,,1628,0.988,0.467
316,,,1629,0.552,0.524
316,,,1630,0.628,0.547
315,,,1631,3.889,0.358
307,,,1632,0.338,0.281
307,,,1633,1.142,0.372
307,,,1634,0.530,0.365
315,,,1635,0.934,0.332
307,,,1636,0.305,0.289
307,,,1637,0.324,0.328
307,,,1638,0.564,0.305
307,,,1639,0.136,0.340
307,,,1640,0.596,0.339
307,,,1641,0.540,0.372
308,,,1642,1.257,0.355
308,,,1643,2.250,0.259
308,,,1644,0.170,0.307
308,,,1645,0.327,0.255
308,,,1646,0.690,0.244
308,,,1647,0.264,0.248
308,,,1648,0.197,0.273
308,,,1649,0.159,0.251
308,,,1650,0.223,0.269
197,,,1651,21.886,1.255
196,,,1652,18.449,1.024
195,,,1653,6.400,1.239
245,,,1654,2.260,1.251
246,,,1655,0.431,1.416
246,,,1656,0.433,1.450
246,,,1657,0.258,1.454
246,,,1658,0.771,1.480
246,,,1659,1.638,1.348
247,,,1660,1.060,1.394
289,,,1661,1.885,0.765
289,,,1662,0.640,0.799
246,,,1663,0.316,1.423
247,,,1664,1.153,1.381
247,,,1665,1.060,1.394
247,,,1666,1.823,1.421
289,,,1667,0.622,0.777
289,,,1668,0.623,0.896
248,,,1669,1.846,1.226
248,,,1670,1.558,1.279
248,,,1671,0.703,1.324
248,,,1672,1.121,1.336
246,,,1673,1.419,1.254
246,,,1674,1.215,1.308
289,,,1675,1.163,0.839
257,,,1676,0.920,1.093
257,,,1677,0.631,1.066
257,,,1678,0.464,1.043
257,,,1679,0.373,1.030
257,,,1680,0.432,1.032
257,,,1681,1.451,1.053
263,,,1682,0.481,0.989
256,,,1683,5.260,1.164
257,,,1684,0.848,1.046
264,,,1685,2.623,0.931
263,,,1686,0.889,1.020
263,,,1687,0.522,1.019
263,,,1688,0.534,0.989
291,,,1689,0.370,0.929
290,,,1690,1.862,0.742
263,,,1691,1.132,0.943
291,,,1692,0.590,0.890
291,,,1693,0.158,0.849
291,,,1694,0.252,0.804
291,,,1695,0.748,0.770
291,,,1696,0.662,0.833
291,,,1697,0.328,0.893
292,,,1698,1.159,0.694
292,,,1699,1.696,0.684
291,,,1700,0.431,0.764
291,,,1701,2.859,0.781
293,,,1702,0.609,0.523
293,,,1703,0.554,0.482
293,,,1704,1.537,0.503
292,,,1705,2.549,0.630
293,,,1706,0.822,0.604
293,,,1707,0.507,0.589
293,,,1708,0.683,0.577
293,,,1709,0.772,0.416
306,,,1710,0.552,0.448
306,,,1711,1.222,0.404
293,,,1712,0.174,0.418
306,,,1713,0.696,0.487
306,,,1714,0.987,0.435
306,,,1715,0.454,0.492
306,,,1716,0.976,0.493
306,,,1717,0.534,0.534
306,,,1718,1.303,0.534
297,,,1719,1.308,0.558
295,,,1720,0.478,0.900
295,,,1721,0.442,0.926
295,,,1722,1.130,0.882
295,,,1723,0.818,0.571
295,,,1724,0.902,0.636
295,,,1725,0.742,0.682
295,,,1726,0.963,0.703
194,,,1727,1.524,0.958
194,,,1728,7.685,1.016
251,,,1729,4.169,0.965
251,,,1730,1.970,0.876
194,,,1731,3.856,0.876
251,,,1732,1.216,0.888
295,,,1733,2.052,0.805
249,,,1734,2.174,1.003
249,,,1735,0.266,1.126
249,,,1736,0.350,1.121
249,,,1737,0.282,1.168
249,,,1738,0.456,1.203
249,,,1739,1.042,1.115
249,,,1740,0.242,1.226
249,,,1741,0.331,1.233
249,,,1742,0.745,1.187
250,,,1743,1.549,0.969
252,,,1744,1.067,0.888
253,,,1745,0.471,1.027
253,,,1746,0.468,1.015
253,,,1747,0.743,1.002
253,,,1748,3.050,0.913
253,,,1749,0.251,0.953
129,,,1750,2.043,0.603
447,,,1751,0.885,0.920
526,,,1752,0.129,0.264
90,,,1753,1.046,0.763
419,,,1754,5.401,0.521
254,,,1755,2.431,1.135
254,,,1756,1.651,1.066
254,,,1757,0.600,1.070
255,,,1758,0.347,1.049
255,,,1759,0.763,1.134
255,,,1760,0.773,1.174
254,,,1761,0.673,1.112
255,,,1762,0.379,1.065
255,,,1763,0.583,1.072
255,,,1764,0.959,1.080
255,,,1765,1.320,1.111
258,,,1766,0.834,1.075
258,,,1767,0.303,0.983
258,,,1768,0.720,1.013
258,,,1769,0.302,0.951
258,,,1770,2.416,0.972
258,,,1771,0.358,0.969
258,,,1772,0.777,0.930
258,,,1773,0.789,0.980
259,,,1774,3.810,0.904
260,,,1775,1.170,0.854
260,,,1776,1.276,0.859
262,,,1777,0.686,0.955
262,,,1778,0.093,1.023
262,,,1779,0.161,0.994
262,,,1780,0.347,0.977
262,,,1781,0.358,0.980
262,,,1782,1.147,0.914
262,,,1783,0.322,0.955
262,,,1784,0.582,0.895
262,,,1785,0.437,0.905
261,,,1786,0.508,0.890
261,,,1787,1.731,0.826
261,,,1788,0.252,0.823
261,,,1789,0.118,0.804
304,,,1790,0.550,0.613
304,,,1791,1.085,0.642
261,,,1792,0.208,0.801
304,,,1793,0.301,0.630
304,,,1794,0.340,0.653
304,,,1795,0.591,0.681
304,,,1796,0.853,0.552
304,,,1797,0.639,0.594
304,,,1798,0.669,0.568
296,,,1799,1.347,0.793
296,,,1800,0.941,0.778
296,,,1801,1.315,0.717
296,,,1802,1.166,0.750
296,,,1803,0.962,0.783
35,,,1804,0.426,0.714
299,,,1805,0.827,0.808
299,,,1806,0.872,0.832
299,,,1807,0.758,0.774
299,,,1808,0.873,0.739
300,,,1809,0.561,0.769
299,,,1810,0.545,0.735
34,,,1811,0.524,0.632
300,,,1812,1.662,0.689
301,,,1813,0.232,0.719
301,,,1814,0.534,0.717
301,,,1815,3.280,0.717
300,,,1816,0.281,0.679
300,,,1817,1.090,0.720
301,,,1818,0.328,0.588
301,,,1819,0.341,0.690
301,,,1820,0.206,0.685
301,,,1821,0.200,0.617
301,,,1822,0.708,0.595
301,,,1823,0.401,0.686
301,,,1824,0.170,0.699
301,,,1825,0.910,0.679
301,,,1826,0.104,0.678
301,,,1827,0.328,0.650
32,,,1828,2.623,0.472
32,,,1829,0.357,0.377
32,,,1830,0.420,0.374
32,,,1831,0.426,0.419
32,,,1832,0.472,0.419
32,,,1833,1.768,0.383
39,,,1834,0.213,0.452
39,,,1835,0.334,0.430
39,,,1836,0.215,0.413
39,,,1837,0.230,0.419
39,,,1838,0.352,0.415
39,,,1839,0.525,0.459
39,,,1840,0.455,0.472
39,,,1841,0.914,0.484
33,,,1842,0.657,0.520
33,,,1843,0.586,0.577
33,,,1844,0.429,0.546
47,,,1845,0.910,0.844
47,,,1846,1.094,0.827
39,,,1847,0.646,0.502
33,,,1848,0.860,0.543
33,,,1849,0.870,0.601
33,,,1850,1.378,0.635
33,,,1851,0.381,0.607
33,,,1852,0.632,0.574
33,,,1853,0.696,0.502
47,,,1854,2.735,0.864
44,,,1855,0.651,0.716
43,,,1856,0.299,0.678
37,,,1857,0.645,0.632
37,,,1858,2.412,0.571
37,,,1859,0.969,0.610
37,,,1860,1.002,0.532
42,,,1861,1.110,0.479
42,,,1862,1.224,0.515
42,,,1863,0.873,0.561
42,,,1864,0.512,0.602
42,,,1865,0.925,0.636
36,,,1866,2.533,0.677
36,,,1867,0.062,0.717
36,,,1868,0.605,0.626
36,,,1869,0.129,0.689
38,,,1870,0.747,0.471
38,,,1871,0.866,0.512
38,,,1872,0.823,0.545
38,,,1873,0.980,0.565
36,,,1874,0.376,0.593
36,,,1875,0.377,0.648
36,,,1876,0.398,0.607
36,,,1877,0.632,0.653
36,,,1878,0.352,0.659
36,,,1879,0.114,0.684
45,,,1880,1.039,0.772
45,,,1881,1.463,0.771
45,,,1882,0.519,0.723
45,,,1883,1.923,0.763
46,,,1884,0.356,0.884
46,,,1885,0.404,0.825
46,,,1886,0.225,0.802
46,,,1887,2.734,0.701
46,,,1888,0.456,0.828
46,,,1889,0.571,0.830
49,,,1890,3.011,0.662
49,,,1891,0.338,0.771
49,,,1892,0.988,0.768
49,,,1893,0.544,0.778
49,,,1894,0.143,0.754
49,,,1895,0.425,0.764
49,,,1896,0.518,0.779
49,,,1897,0.713,0.687
49,,,1898,0.277,0.747
49,,,1899,0.436,0.719
49,,,1900,0.967,0.662
49,,,1901,0.590,0.684
49,,,1902,0.758,0.715
130,,unlabeled subplot,1903,0.057,0.777
374,,,1904,1.184,0.587
411,,,1905,6.020,1.045
411,,unlabeled subplot,1906,1.255,0.883
10,,,1907,9.020,0.301
25,,unlabeled subplot,1908,1.626,0.468
